y0,xdisc,degree,num_knots,t000,t001,t002,t003,t004,t005,t006,t007,t008,t009,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,56.72442211108387,25.44627641703669,21.115687851852528,26.12103699180411,10.976820872085057,11.343148538593605,10.016740661447452,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,49.97884720169272,22.56567155635098,22.66235114866944,26.846078034568333,10.667267915390884,11.470831299399396,9.926660916563145,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,43.450677196982575,34.76494606200436,18.86241772211957,27.86018884912192,10.566989130882307,11.51002455474044,9.949445167356414,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,51.97574960781484,24.665145453537917,21.12894419765283,27.155593262110685,11.017714052642441,11.270819511127534,10.065913208568917,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,47.104271050528475,31.463897436131674,19.326737338984746,27.218017832188607,10.796452969471854,11.535516525236691,9.962086866149068,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,51.4040861478843,26.33646579321904,23.15562206289458,27.235983429530496,10.702491557320021,11.405041987210005,9.984288534134272,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,48.70936849250658,31.17374940364219,20.877175129529483,28.11329639446222,9.868269914849233,11.790560060021098,9.84215405108811,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,55.14305217242917,26.08257274041089,22.25085637021686,27.95960311797698,10.379441839477563,11.62266956218645,9.937015131512657,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,49.31643713647933,28.572328310557236,20.9410235899571,25.55246943977999,11.329929051976887,11.226489984377892,10.057332676241602,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,50.27309583471934,27.175642915029492,21.26189464505107,27.57345351894614,10.940081309385777,11.375596151337216,9.987898710951532,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,41.34185928594552,34.83770338393966,19.604870913726366,26.93734805598568,11.130610921142663,11.130064975883911,10.120264080117982,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,50.51435723101816,26.754881730829194,20.249473015945757,26.176266282760064,11.428081851807248,11.177634360671771,10.032823370193507,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,50.58371963530902,27.9275522569575,20.72269399975043,26.700552102890285,10.921528325436372,11.357520517889881,10.030554504168794,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,49.66935336800483,26.88325715753806,21.66677499711855,27.361800017130392,10.217456269147517,11.730412619863912,9.830245974941885,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,44.941364913552064,28.23729735365834,18.63606965355835,27.050856719144935,10.515688833287575,11.66126892920402,9.867372461722336,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,48.99142911702265,32.282559394858346,18.554703918114743,28.480446587617983,10.046896232168457,11.794588953458975,9.844323426203408,0.0,0.0,0.0
50.0,10.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,11.0,36.333333333333336,50.0,50.0,50.0,54.853035166467535,28.77908941532257,21.536363896775242,26.083795443251795,11.339871495359144,11.135511288751857,10.178891666770257,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,49.94300916559305,25.795409829555055,19.220297754827136,24.677762554053103,11.756833327491456,10.815499815125646,10.2564253196576,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,47.82697135487309,26.798447519963343,18.7258650289924,24.568482105080726,11.30048220791939,11.068247146239813,10.117519869023344,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,50.49480126035412,25.023949390872218,18.60110356336181,25.540121588636207,11.27940829003907,11.134620384748677,10.14997198266936,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,52.28532473758538,24.196426243779154,20.71322086818362,24.44309658593463,11.664111751675412,10.970453549384407,10.16667977028668,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,52.08484693374379,29.154349542519583,18.118249138228723,24.787809181329614,11.55101944606254,11.002807761283949,10.182811014892524,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,41.669776509444524,32.114768140930195,20.34812490842056,25.3660323920733,10.952412055568285,11.199606512013014,10.079551564252625,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,54.73186240790299,15.1750841522967,21.240535620702047,25.54104561399228,10.559550454632326,11.499106735275882,9.951327584236806,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,49.90548867056161,29.67941231657442,17.498861046347255,25.678355294471988,10.72861415481886,11.393262666054792,10.00602108310577,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,53.67300653371399,21.855172184512636,19.660845862800173,25.900146768290657,10.201790132118658,11.737316061392805,9.863505608376197,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,45.248212798859846,30.279736829772936,18.536324353845373,26.01821199967165,10.57074847457288,11.530814254429007,9.941785156136351,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,46.7387321802923,25.78128867698361,17.820746797590044,24.4936490721618,11.332361429155977,11.154900070566207,10.079435749163062,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,50.503002264683126,20.627425509523594,21.194924314231603,25.16644070060842,11.245658936119266,11.10109669923958,10.11293792709553,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,48.68250454809465,27.46371192218268,17.931356361522777,24.924898367523745,11.221861331541596,11.208922254696784,10.033891058514108,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,52.286469803882575,24.054694125019928,18.52969698046929,25.950589649377186,10.664844990710229,11.426354318733766,9.980668995191298,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,54.21028090671531,23.44906164445867,18.520232643745988,25.785121492136863,10.795648011539367,11.357418469244157,10.013244569441133,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,51.07330677469183,23.567978682749537,18.10196635759845,25.94006931883838,10.34668408158774,11.605699506603324,9.918964972476015,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,49.77438537679785,32.886818281327166,17.578900044940134,26.52736514865948,10.436739297414208,11.555292668680327,9.914466477926323,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,54.06263885846466,24.792917636625983,16.857039976046707,24.628535383265316,11.43433240214583,10.988214618568412,10.121585222116133,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,47.26697016519086,30.981406015725636,17.42699466135316,25.746669019769953,10.885050416892627,11.328609776741358,10.008953898241819,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,45.140168159140856,31.112099689087596,17.68344601845332,25.82756786230267,10.99339613098903,11.26860115323855,10.050084413010099,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,52.011396829570266,25.073540076179892,18.422247003332842,25.53759265275101,11.030944787595045,11.261156193390184,10.072719330433314,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,44.20673539068586,30.27410717505053,16.27234601362226,24.875395879720212,11.399356176092391,11.132421837061385,10.08697294609734,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,45.40470354703407,24.92894754196177,19.349305864318744,25.09544387906223,11.64598278015599,11.00249775795459,10.123470032031486,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,50.12326181309838,30.27827245819353,16.189137116538667,25.11979420254309,10.90008989917707,11.30295183606149,10.060388668413324,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,54.463318844150415,29.419863214807474,17.39746205389157,25.59089542161886,11.098152313643903,11.334762844025768,9.989608271044453,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,57.71328858588763,18.94799099414062,20.174620504371436,25.414839092126623,10.77220963907644,11.285036937299967,10.020638152789655,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,55.44774305252571,20.83063768997147,18.814072251680166,26.27363174656675,10.600727320751497,11.516554985634254,9.905516081191488,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,48.83629404837034,27.869948196160735,17.781589380989974,25.457370614927207,10.536425582733665,11.387149532139789,10.038660209917204,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,48.902644006982044,24.56075097678919,18.472109515840376,25.949654908705146,11.070602350487638,11.251927233307256,9.997325073747385,0.0,0.0,0.0
50.0,10.862068965517242,2.0,10.0,0.0,0.0,0.0,9.862068965517242,10.862068965517242,11.862068965517242,36.62068965517241,50.0,50.0,50.0,54.48385021916368,28.92476951410558,16.552366384178352,24.823628395314604,11.180873468629695,11.240147527503765,10.045422543405635,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,43.80978428015977,30.03708080506395,15.077503740998818,22.893293171223462,11.498826104423946,10.94310003564921,10.192112231854964,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,44.5983114094753,28.402745049899732,14.41716492873151,23.863972400295562,11.67298219299942,10.858478615543524,10.236073807673632,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,51.00139930469109,27.49069445318516,13.226365364597136,23.89879649117536,11.305952217251756,11.06202524768092,10.102332286002385,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,49.01378287113226,17.815002568679205,19.238550203332775,22.83268983121674,11.482606097467464,11.050161837474853,10.102573877068057,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,51.30595168246394,24.512780938125157,16.871678026936046,25.30998384918058,10.398703797096129,11.540438693416776,9.92722160709554,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,52.78719527953984,24.92935063314186,16.66190724255108,24.49097415346375,11.11045195756248,11.129013020279235,10.096339744704332,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,48.08411914824682,29.12466091171738,15.651881076263296,24.599227179281915,10.891810360519807,11.30530617817828,10.057828832688564,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,48.15290300713912,26.290672588013628,12.871685222909955,23.205185764885318,11.785334595932131,10.851435503319763,10.244626942985313,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,52.181147671628466,22.284998889958594,17.375121343581917,24.18375864463617,11.060488799475008,11.294440011118247,10.010672033715492,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,45.85853189291094,24.57306150456554,18.48562788497414,24.188607036793798,10.726611603216046,11.318487144474394,10.043026101496524,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,52.01758256221088,21.120894632091833,17.67230978811885,24.072718713565468,10.870762030086526,11.376844314853349,10.015916554519311,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,46.443535588404785,29.462146182942192,13.5658269529935,24.25633031643713,11.281277678914964,11.082136917918632,10.146720529565911,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,48.35804511829027,27.89896394745676,14.444238365328468,24.495570219132244,10.80892893751206,11.293019441011907,10.025146908312507,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,51.92257731928906,23.089837137631964,16.678029334083455,24.50519555444351,11.062129265891002,11.277175418927735,10.05858043833535,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,53.189325762497084,23.282901865234443,15.475110018561278,24.43661784311857,11.206725731804903,11.00427376097791,10.13631720312903,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,49.2849290029316,25.07097830644414,16.737094953219955,24.237092007772137,10.710771567898373,11.293350857929287,10.020780281730705,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,42.29531461720557,27.86534273474113,15.383064449779495,23.01913102573586,11.502385903747747,10.997122965991538,10.148897542389488,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,49.99975998419664,24.222183499642675,15.015593429296157,24.046193506584963,11.054214877200565,11.13443348565871,10.12810283756171,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,49.01702553935064,29.09827351637837,13.688492370831343,24.04528073874965,11.262330356285997,11.130112685977014,10.080649239500358,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,52.09915096366941,23.758033618508275,17.51013955981629,24.21724655925646,11.331342580934924,11.07085565838195,10.09891162145236,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,47.924748412826396,24.030283644715382,15.028531248545674,23.650237693740195,11.26012834022912,11.046805840672397,10.174501171515454,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,47.7553183140506,28.4847160394882,16.347851577093113,23.529122191699333,11.174047964774962,11.158045763794096,10.090007260817229,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,45.36982908536885,31.91660288349672,14.615073399867127,24.16785231856343,10.840706314054122,11.39715769259627,9.964530908027301,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,51.43562344039299,24.47412422261923,16.338252209106923,23.332101544286953,11.414130127249628,11.035334097397849,10.080675046689041,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,48.13389489789007,21.52065991076389,15.331161689165642,23.965232614661247,11.159589804209856,11.145777067676313,10.109963521051565,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,52.55244852140482,23.27573067729114,17.111746033128238,24.0760114620334,10.638066776231073,11.444407124412743,9.933425967175198,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,45.56279957582615,24.93019964725179,14.959782651272631,24.36549249881694,11.061015247827072,11.19788040367155,10.053506398775276,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,42.83977086089982,30.79637015329473,14.755978947245564,24.68280222158263,10.601605286763846,11.395764207324863,9.99906528930975,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,51.877286312941465,24.618398511065692,16.444806989956565,22.819236087295014,11.554761198193523,10.899555277585105,10.198223685644896,0.0,0.0,0.0
50.0,11.724137931034482,2.0,10.0,0.0,0.0,0.0,10.724137931034482,11.724137931034482,12.724137931034482,36.9080459770115,50.0,50.0,50.0,49.88279931232374,24.493217759580478,17.289496586875817,24.660310379567296,11.09484326487674,11.157301055811823,10.071264064927547,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,43.04285403020322,28.940749058720684,13.151101862110613,22.10820421325557,11.978616497029446,10.712239531222583,10.266737595552867,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,55.21333743385734,17.866399442562617,16.306224605809074,22.81558923585996,11.303747246936807,11.03813933077215,10.154380037837797,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,52.41098483955006,23.938878769776352,13.544135755607762,22.554954614529525,11.436661251712566,10.886704334055016,10.194414939823542,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,50.14184425794438,27.098495556066542,13.102618112472676,22.77391535224796,11.358637843786624,10.978819624855777,10.179454926989106,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,45.10201865324324,29.984611996806127,12.952847123201769,23.744897686954115,10.911461130151691,11.190691118972977,10.075857433974035,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,51.784702443522036,19.669306098624997,16.153255859909823,22.547525352625335,11.309192795480897,10.966855530622281,10.1307603180111,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,48.94912375148587,20.825171419519982,15.434315165066938,22.62319814668041,11.424296873933915,10.954154939930676,10.160047078773923,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,46.47591696003673,35.2480167938945,9.784029564881795,22.217352833098637,11.769183264646898,10.80227731938967,10.204165707625931,0.0,0.0,0.0
50.0,12.586206896551724,2.0,10.0,0.0,0.0,0.0,11.586206896551724,12.586206896551724,13.586206896551724,37.195402298850574,50.0,50.0,50.0,46.31646885411212,24.30437666281413,14.865054029195237,22.949458109044667,11.657769826376587,10.864882872582449,10.202428518650345,0.0,0.0,0.0
